ITEMID;QTY;COLORNAME;BOX;ROW;COLUMN
3036;4;Light Gray;Penta Tiroir Mauve;D;1
3456;2;Black;Penta Tiroir Mauve;D;1
3456;1;Blue;Penta Tiroir Mauve;D;1
3456;2;Light Bluish Gray;Penta Tiroir Mauve;D;1
3460;46;White;Penta Tiroir Mauve;D;1
3460;1;Dark Gray;Penta Tiroir Mauve;D;1
3460;54;Black;Penta Tiroir Mauve;D;1
3460;17;Yellow;Penta Tiroir Mauve;D;1
3460;32;Red;Penta Tiroir Mauve;D;1
3460;3;Blue;Penta Tiroir Mauve;D;1
3460;12;Light Bluish Gray;Penta Tiroir Mauve;D;1
3460;21;Light Gray;Penta Tiroir Mauve;D;1
3623;38;White;Penta Tiroir Mauve;D;1
3623;7;Dark Gray;Penta Tiroir Mauve;D;1
3623;54;Black;Penta Tiroir Mauve;D;1
3623;25;Yellow;Penta Tiroir Mauve;D;1
3623;63;Red;Penta Tiroir Mauve;D;1
3623;18;Blue;Penta Tiroir Mauve;D;1
3623;15;Light Bluish Gray;Penta Tiroir Mauve;D;1
3666;75;White;Penta Tiroir Mauve;D;1
3666;3;Dark Gray;Penta Tiroir Mauve;D;1
3666;54;Black;Penta Tiroir Mauve;D;1
3666;21;Yellow;Penta Tiroir Mauve;D;1
3666;52;Red;Penta Tiroir Mauve;D;1
3666;28;Blue;Penta Tiroir Mauve;D;1
3666;21;Light Bluish Gray;Penta Tiroir Mauve;D;1
3666;7;Light Gray;Penta Tiroir Mauve;D;1
3710;116;White;Penta Tiroir Mauve;D;1
3710;84;Black;Penta Tiroir Mauve;D;1
3710;53;Yellow;Penta Tiroir Mauve;D;1
3710;95;Red;Penta Tiroir Mauve;D;1
3710;60;Blue;Penta Tiroir Mauve;D;1
3710;30;Light Bluish Gray;Penta Tiroir Mauve;D;1
3710;38;Light Gray;Penta Tiroir Mauve;D;1
3795;50;White;Penta Tiroir Mauve;D;1
3795;62;Black;Penta Tiroir Mauve;D;1
3795;41;Yellow;Penta Tiroir Mauve;D;1
3795;54;Red;Penta Tiroir Mauve;D;1
3795;36;Blue;Penta Tiroir Mauve;D;1
3795;12;Light Bluish Gray;Penta Tiroir Mauve;D;1
3795;29;Light Gray;Penta Tiroir Mauve;D;1
3832;8;White;Penta Tiroir Mauve;D;1
3832;14;Black;Penta Tiroir Mauve;D;1
3832;5;Yellow;Penta Tiroir Mauve;D;1
3832;20;Red;Penta Tiroir Mauve;D;1
3832;2;Blue;Penta Tiroir Mauve;D;1
3832;5;Light Bluish Gray;Penta Tiroir Mauve;D;1
3832;5;Light Gray;Penta Tiroir Mauve;D;1
3958;4;White;Penta Tiroir Mauve;D;1
3958;9;Black;Penta Tiroir Mauve;D;1
3958;2;Red;Penta Tiroir Mauve;D;1
3958;7;Blue;Penta Tiroir Mauve;D;1
3958;4;Light Bluish Gray;Penta Tiroir Mauve;D;1
3958;3;Light Gray;Penta Tiroir Mauve;D;1
41539;1;Light Bluish Gray;Penta Tiroir Mauve;D;1
4282;6;White;Penta Tiroir Mauve;D;1
4282;4;Black;Penta Tiroir Mauve;D;1
4282;5;Red;Penta Tiroir Mauve;D;1
4477;3;White;Penta Tiroir Mauve;D;1
4477;3;Yellow;Penta Tiroir Mauve;D;1
4477;30;Red;Penta Tiroir Mauve;D;1
4477;9;Blue;Penta Tiroir Mauve;D;1
60479;1;White;Penta Tiroir Mauve;D;1
60479;6;Black;Penta Tiroir Mauve;D;1
60479;4;Light Bluish Gray;Penta Tiroir Mauve;D;1
91988;2;Black;Penta Tiroir Mauve;D;1
2456;30;White;Penta Tiroir Mauve;E;1
2456;34;Yellow;Penta Tiroir Mauve;E;1
2456;19;Red;Penta Tiroir Mauve;E;1
2456;14;Blue;Penta Tiroir Mauve;E;1
3001;190;White;Penta Tiroir Mauve;E;1
3001;366;Yellow;Penta Tiroir Mauve;E;1
3001;200;Red;Penta Tiroir Mauve;E;1
3006;20;White;Penta Tiroir Mauve;E;1
3006;2;Yellow;Penta Tiroir Mauve;E;1
3006;32;Red;Penta Tiroir Mauve;E;1
3006;10;Blue;Penta Tiroir Mauve;E;1
3007;16;White;Penta Tiroir Mauve;E;1
3007;33;Yellow;Penta Tiroir Mauve;E;1
3007;35;Red;Penta Tiroir Mauve;E;1
3007;36;Blue;Penta Tiroir Mauve;E;1
